sentence_text,sentence_start,file_id,KAYCEE,KAYCEE_annotation,KATHLEEN,KATHLEEN_annotation,LIZ,LIZ_annotation
He or she signed (or asked another to sign for him or her) this document in my presence.,18075,23099502,,,,,,
Witness Name:,18169,23099502,,,,,,
_,18185,23099502,,,,,,
_,18186,23099502,,,,,,
_,18187,23099502,,,,,,
_______________________________________________________,18188,23099502,,,,,,
Witness Signature:,18247,23099502,,,,,,
_,18267,23099502,,,,,,
_,18268,23099502,,,,,,
_,18269,23099502,,,,,,
_______________________________________________________,18270,23099502,,,,,,
Date:,18329,23099502,,,,,,
_,18338,23099502,,,,,,
_,18339,23099502,,,,,,
_,18340,23099502,,,,,,
_______________________________________________________,18341,23099502,,,,,,
"(t) MERCY HEALTH 
GRAND RAPIDS, Ml 
Patient Label 
CONSENT FOR TREATMENT",0,97398937,,,,,,
"WITH PSYCHOTROPIC MEDICATION 
Patient Name:",73,97398937,,,,,,
------------------------------------,117,97398937,,,,,,
 ,153,97398937,,,,,,
Dr.,154,97398937,,,,,,
_,158,97398937,,,,,,
_,160,97398937,,,,,,
_,162,97398937,,,,,,
_,164,97398937,,,,,,
_____ ___ _______ ___ _,166,97398937,,,,,,
"_ has recommended that I receive treatment in the form of medication(s) from the following class/ type: 
0",189,97398937,,,,,,
Antianxiety Medication 0,297,97398937,,,,,,
Mood Stabilizing Medication 0,324,97398937,,,,,,
"Antipsychotic Medication 
e.g. e.g. e.g. 
0",356,97398937,,,,,,
Stimulant Medication 0,405,97398937,,,,,,
Memory Preserving 0,430,97398937,,,,,,
Antidepressant Medication,452,97398937,,,,,,
e.g.,480,97398937,,,,,,
e.g.,486,97398937,,,,,,
"e.g. 
0",492,97398937,,,,,,
Monoamine Oxidase Inhibitor Antidepressant Medication 0,502,97398937,,,,,,
"Other 
e.g. e.g.",560,97398937,,,,,,
"The named physician has explained to me, and I understand, my diagnosis, the nature and purpose ofthe proposed treatment, the risks, the consequences, and benefits of treatment, the probability of success, feasible treatment 
alternatives, and the prognosis if the proposed treatment is not given.",582,97398937,,,['C'],"The named physician has explained to me, and I understand, my diagnosis, the nature and purpose ofthe proposed treatment, the risks, the consequences, and benefits of treatment, the probability of success, feasible treatment 
alternatives, and the prognosis if the proposed treatment is not given.",,
"When the above recommended medication is an anti psychotic medication, I have been specifically informed of the 
risk oftardive dyskinesia.",881,97398937,,,,,,
"I understand that tardive dyskinesia is an involuntary, abnormal muscle movement disorder that may persist after treatment ends and sometimes may be disabling.",1021,97398937,,,,,,
"I have been informed that if I receive treatment with a second generation anti psychotic medication I will need to be periodically monitored for increases in weight, blood sugar, and cholesterol.",1182,97398937,,,,,,
"The named physician has explained the most common side effects oftreatment, but I do understand that other side effects may occur, and that I should promptly notify the named physician or staff member of any significant side effects of these medications when they occur.",1379,97398937,,,,,,
"While the named physician believes that the above medication should help my condition, I understand that no guarantee has been made of me concerning any expected results.",1651,97398937,,,,,,
"I understand that I will not be forced to take this medication unless it is necessary to present physical injury to self or others, prevent significant property damage, or inhibit clear deterioration in my condition.",1823,97398937,['C'],"I understand that I will not be forced to take this medication unless it is necessary to present physical injury to self or others, prevent significant property damage, or inhibit clear deterioration in my condition.",,,,
I understand that I can stop taking this medication at any time bywithdrav.ring consent.,2040,97398937,,,,,,
I also understand that discontinuation of prescribed medication without consultation with my physician could cause my condition to remain unimproved or worsen.,2129,97398937,,,,,,
"I have received verbal and written medication information, and all questions of special concern to me have been answered.",2290,97398937,,,,,,
"Upon consideration ofthe information provided me, I authorize the named physician, and such qualified assistants as they may designate, to administer the named medication as the physician deems advisable.",2412,97398937,['A'],"Upon consideration ofthe information provided me, I authorize the named physician, and such qualified assistants as they may designate, to administer the named medication as the physician deems advisable.",,,['A'],"Upon consideration ofthe information provided me, I authorize the named physician, and such qualified assistants as they may designate, to administer the named medication as the physician deems advisable."
I make this decision to accept the recommended medication treatment voluntarily without coercion.,2617,97398937,,,['A'],I make this decision to accept the recommended medication treatment voluntarily without coercion.,,
Physician Signature:,2716,97398937,,,,,,
_,2737,97398937,,,,,,
_,2738,97398937,,,,,,
_,2739,97398937,,,,,,
_,2741,97398937,,,,,,
__________________ Date,2742,97398937,,,,,,
_,2766,97398937,,,,,,
_,2767,97398937,,,,,,
____,2768,97398937,,,,,,
_Time,2772,97398937,,,,,,
_,2778,97398937,,,,,,
_,2779,97398937,,,,,,
__,2780,97398937,,,,,,
Patient/Patient Guardian Signature:,2784,97398937,,,,,,
_,2820,97398937,,,,,,
_,2821,97398937,,,,,,
_,2822,97398937,,,,,,
_,2823,97398937,,,,,,
__ __________Date,2824,97398937,,,,,,
_,2842,97398937,,,,,,
_,2843,97398937,,,,,,
____,2844,97398937,,,,,,
_Time,2848,97398937,,,,,,
_,2854,97398937,,,,,,
_,2855,97398937,,,,,,
__,2856,97398937,,,,,,
Witness to Signature or Verbal Consent:,2860,97398937,,,,,,
_,2900,97398937,,,,,,
_,2901,97398937,,,,,,
_,2902,97398937,,,,,,
_,2903,97398937,,,,,,
___________Date,2904,97398937,,,,,,
_,2920,97398937,,,,,,
_,2922,97398937,,,,,,
____,2923,97398937,,,,,,
_Time,2927,97398937,,,,,,
_,2933,97398937,,,,,,
_,2934,97398937,,,,,,
_,2935,97398937,,,,,,
_,2936,97398937,,,,,,
Verbal Consent,2939,97398937,,,,,,
By:,2954,97398937,,,,,,
_,2957,97398937,,,,,,
_,2958,97398937,,,,,,
_,2959,97398937,,,,,,
_,2960,97398937,,,,,,
_ ___ _ _ _ _ _ _ ____ ___ _ Relationship,2961,97398937,,,,,,
_,3003,97398937,,,,,,
_,3004,97398937,,,,,,
_,3005,97398937,,,,,,
_ _ ____,3007,97398937,,,,,,
_,3015,97398937,,,,,,
I111111111111111111111111111111111111 lll111111111111111,3018,97398937,,,,,,
/msl,3075,97398937,,,,,,
(02/20/18),3080,97398937,,,,,,
GR43001-035,3091,97398937,,,,,,
 ,3103,97398937,,,,,,
43&&1 &35 ,3104,97398937,,,,,,
"FIFTH AVENUE MEDICAL GROUP, LLC",0,64616759,,,,,,
835 Fifth Avenue,33,64616759,,,,,,
"Chambersburg, PA 17201 
717/263-0629",52,64616759,,,,,,
ANESTHESIA,92,64616759,,,,,,
CONSENT FORM,104,64616759,,,,,,
"I hereby request, authorize and give my consent to the below-named Certified Registered Nurse Anesthetist or Fifth Avenue Medical Group, LLC for the administration of anesthesia and/or monitoring for my procedure.",161,64616759,['A'],"I hereby request, authorize and give my consent to the below-named Certified Registered Nurse Anesthetist or Fifth Avenue Medical Group, LLC for the administration of anesthesia and/or monitoring for my procedure.",['A'],"I hereby request, authorize and give my consent to the below-named Certified Registered Nurse Anesthetist or Fifth Avenue Medical Group, LLC for the administration of anesthesia and/or monitoring for my procedure.",['A'],"I hereby request, authorize and give my consent to the below-named Certified Registered Nurse Anesthetist or Fifth Avenue Medical Group, LLC for the administration of anesthesia and/or monitoring for my procedure."
